,0
569,15.82
570,19.47
571,25.670000000000005
572,30.859999999999996
573,30.479999999999993
574,30.080000000000002
575,27.659999999999993
576,25.710000000000004
577,24.3
578,23.6
579,23.479999999999997
580,23.769999999999992
581,24.26
582,25.299999999999994
583,26.409999999999993
584,26.660000000000004
585,26.709999999999997
586,25.95
587,23.390000000000004
588,17.749999999999996
589,14.079999999999998
590,16.179999999999996
591,16.789999999999996
592,17.22
593,18.65
594,21.229999999999997
595,28.090000000000003
596,33.279999999999994
597,32.73
598,32.42
599,31.12
600,29.58
601,28.230000000000004
602,27.39
603,27.409999999999997
604,27.659999999999993
605,28.190000000000005
606,29.349999999999998
607,29.869999999999997
608,29.77
609,29.240000000000002
610,28.339999999999993
611,25.71999999999999
612,20.359999999999992
613,16.97
614,15.399999999999999
615,16.129999999999995
616,16.589999999999996
617,17.939999999999998
618,20.890000000000004
619,27.770000000000003
620,33.839999999999996
621,33.19
622,32.61999999999999
623,30.959999999999997
624,29.440000000000005
625,28.050000000000004
626,27.109999999999992
627,26.9
628,27.249999999999993
629,27.75
630,28.880000000000003
631,29.5
632,29.64
633,29.240000000000002
634,28.299999999999994
635,25.650000000000002
636,20.250000000000004
637,16.56
638,13.259999999999998
639,13.729999999999997
640,14.31
641,15.779999999999994
642,19.12
643,26.22
644,31.03
645,29.83
646,29.08
647,27.320000000000004
648,25.319999999999997
649,24.810000000000002
650,23.82
651,22.91
652,22.450000000000003
653,23.279999999999994
654,24.65
655,26.129999999999992
656,26.68
657,26.389999999999997
658,25.77
659,23.379999999999995
660,18.549999999999997
661,14.759999999999998
662,9.709999999999999
663,10.859999999999998
664,10.13
665,11.31
666,14.509999999999998
667,20.69
668,22.610000000000003
669,21.089999999999993
670,20.259999999999998
671,19.2
672,17.799999999999997
673,17.28
674,16.679999999999996
675,16.419999999999998
676,16.96
677,17.189999999999998
678,18.449999999999996
679,19.580000000000002
680,19.91
681,19.959999999999994
682,19.830000000000002
683,17.679999999999993
684,14.169999999999996
685,10.889999999999999
686,8.289999999999997
687,8.839999999999996
688,9.049999999999997
689,10.29
690,12.669999999999995
691,16.509999999999998
692,19.890000000000004
693,19.580000000000002
694,19.37
695,18.01
696,16.789999999999996
697,15.729999999999997
698,15.419999999999996
699,15.309999999999995
700,15.469999999999999
701,15.86
702,16.82
703,17.49
704,18.01
705,17.899999999999995
706,17.269999999999996
707,15.529999999999996
708,11.759999999999998
709,9.219999999999997
710,8.24
711,8.679999999999998
712,8.899999999999999
713,10.109999999999998
714,12.43
715,16.319999999999997
716,19.709999999999997
717,19.429999999999993
718,19.429999999999993
719,17.829999999999995
720,16.539999999999996
721,15.629999999999997
722,15.199999999999996
723,15.25
724,15.51
725,15.869999999999997
726,16.639999999999997
727,17.379999999999995
728,17.539999999999992
729,17.51
730,16.96
731,15.25
732,11.429999999999998
733,9.029999999999994
734,9.079999999999998
735,9.589999999999995
736,9.829999999999998
737,11.149999999999999
738,13.719999999999999
739,18.039999999999996
740,21.769999999999996
741,21.46999999999999
742,21.38
743,19.630000000000003
744,18.22
745,17.22
746,16.74
747,16.759999999999998
748,17.03
749,17.41
750,18.229999999999997
751,19.029999999999994
752,19.219999999999995
753,19.209999999999997
754,18.619999999999997
755,16.749999999999996
756,12.589999999999996
757,9.959999999999999
758,9.599999999999993
759,10.13
760,10.39
761,11.779999999999994
762,14.469999999999999
763,19.029999999999994
764,22.939999999999998
765,22.639999999999993
766,22.53
767,20.69
768,19.2
769,18.149999999999995
770,17.639999999999993
771,17.649999999999995
772,17.91
773,18.309999999999995
774,19.16
775,19.999999999999993
776,20.19
777,20.179999999999993
778,19.57
779,17.619999999999997
780,13.269999999999996
781,10.5
782,11.28
783,11.969999999999999
784,12.269999999999996
785,13.699999999999996
786,16.82
787,22.23999999999999
788,27.53
789,27.069999999999993
790,26.689999999999994
791,24.640000000000004
792,23.05
793,21.820000000000004
794,21.109999999999996
795,20.890000000000004
796,21.280000000000005
797,21.7
798,22.59
799,23.4
800,23.829999999999995
801,23.700000000000003
802,22.999999999999993
803,20.739999999999995
804,15.86
805,12.61
806,8.069999999999999
807,8.539999999999997
808,8.92
809,10.06
810,12.669999999999995
811,17.55
812,20.619999999999997
813,19.840000000000003
814,19.400000000000002
815,18.039999999999996
816,16.389999999999993
817,16.14999999999999
818,15.569999999999995
819,14.82
820,14.329999999999998
821,15.07
822,16.1
823,17.32
824,17.879999999999995
825,17.73
826,17.42
827,15.559999999999997
828,12.199999999999996
829,9.399999999999997
830,9.31
831,10.399999999999999
832,9.699999999999994
833,10.81
834,13.879999999999995
835,19.840000000000003
836,21.729999999999997
837,20.250000000000004
838,19.48
839,18.46
840,17.1
841,16.62
842,16.03
843,15.79
844,16.309999999999995
845,16.529999999999994
846,17.759999999999998
847,18.849999999999994
848,19.16
849,19.2
850,19.079999999999995
851,16.989999999999995
852,13.61
853,10.449999999999996
854,8.449999999999994
855,9.009999999999998
856,9.219999999999997
857,10.489999999999995
858,12.92
859,16.839999999999996
860,20.279999999999994
861,19.979999999999997
862,19.740000000000002
863,18.35
864,17.11
865,16.04
866,15.71
867,15.599999999999996
868,15.769999999999996
869,16.14999999999999
870,17.129999999999995
871,17.81
872,18.339999999999996
873,18.239999999999995
874,17.599999999999994
875,15.82
876,11.989999999999995
877,9.409999999999995
878,8.92
879,9.429999999999998
880,9.659999999999995
881,10.949999999999994
882,13.549999999999997
883,17.999999999999996
884,21.729999999999997
885,21.389999999999993
886,21.190000000000005
887,19.48
888,18.069999999999997
889,17.1
890,16.62
891,16.599999999999998
892,16.839999999999996
893,17.199999999999996
894,18.029999999999998
895,18.849999999999994
896,19.039999999999996
897,19.06
898,18.489999999999995
899,16.62
900,12.479999999999997
901,9.809999999999995
902,10.109999999999998
903,10.699999999999994
904,10.969999999999997
905,12.409999999999997
906,15.349999999999996
907,20.419999999999995
908,24.62
909,24.24
910,23.92
911,22.000000000000004
912,20.419999999999995
913,19.329999999999995
914,18.78
915,18.71
916,18.96999999999999
917,19.37
918,20.27
919,21.180000000000003
920,21.400000000000002
921,21.44
922,20.82
923,18.729999999999997
924,14.11
925,11.099999999999994
926,8.729999999999995
927,9.229999999999995
928,9.459999999999999
929,10.729999999999995
930,13.269999999999996
931,17.63
932,21.3
933,20.96
934,20.77
935,19.089999999999996
936,17.709999999999997
937,16.759999999999998
938,16.289999999999992
939,16.269999999999996
940,16.52
941,16.879999999999995
942,17.69
943,18.5
944,18.68
945,18.689999999999998
946,18.13
947,16.3
948,12.229999999999997
949,9.609999999999998
950,8.009999999999996
951,8.509999999999996
952,8.699999999999994
953,9.819999999999999
954,12.209999999999999
955,16.289999999999992
956,20.27
957,19.830000000000002
958,19.56
959,18.02
960,16.82
961,15.93
962,15.439999999999998
963,15.29
964,15.629999999999997
965,15.949999999999996
966,16.689999999999998
967,17.33
968,17.669999999999998
969,17.559999999999995
970,17.049999999999997
971,15.309999999999995
972,11.569999999999999
973,9.079999999999998
974,8.17
975,8.659999999999995
976,9.0
977,10.17
978,12.859999999999998
979,17.929999999999996
980,21.16
981,20.350000000000005
982,19.77
983,18.39
984,16.749999999999996
985,16.459999999999997
986,15.869999999999997
987,15.099999999999994
988,14.669999999999995
989,15.369999999999997
990,16.399999999999995
991,17.619999999999997
992,18.179999999999996
993,18.069999999999997
994,17.759999999999998
995,15.869999999999997
996,12.409999999999997
997,9.509999999999996
998,8.769999999999996
999,9.779999999999994
1000,9.149999999999997
1001,10.209999999999999
1002,13.169999999999995
1003,18.949999999999996
1004,20.879999999999995
1005,19.44
1006,18.64
1007,17.659999999999997
1008,16.359999999999996
1009,15.879999999999995
1010,15.339999999999996
1011,15.079999999999998
1012,15.569999999999995
1013,15.769999999999996
1014,16.939999999999998
1015,17.999999999999996
1016,18.309999999999995
1017,18.36
1018,18.229999999999997
1019,16.229999999999997
1020,12.93
1021,9.869999999999996
1022,9.259999999999996
1023,9.899999999999997
1024,10.13
1025,11.5
1026,14.229999999999997
1027,18.78
1028,22.59
1029,22.220000000000002
1030,21.729999999999997
1031,20.210000000000004
1032,18.869999999999997
1033,17.699999999999996
1034,17.339999999999996
1035,17.14
1036,17.299999999999997
1037,17.699999999999996
1038,18.75
1039,19.529999999999994
1040,20.099999999999994
1041,20.039999999999992
1042,19.38
1043,17.42
1044,13.229999999999997
1045,10.329999999999998
1046,9.639999999999999
1047,10.199999999999996
1048,10.449999999999996
1049,11.829999999999998
1050,14.629999999999995
1051,19.44
1052,23.46
1053,23.09
1054,22.830000000000002
1055,20.980000000000004
1056,19.48
1057,18.43
1058,17.91
1059,17.87
1060,18.109999999999996
1061,18.5
1062,19.37
1063,20.250000000000004
1064,20.459999999999994
1065,20.479999999999997
1066,19.87
1067,17.879999999999995
1068,13.459999999999999
1069,10.589999999999995
1070,10.03
1071,10.609999999999998
1072,10.88
1073,12.31
1074,15.229999999999997
1075,20.250000000000004
1076,24.420000000000005
1077,24.049999999999997
1078,23.729999999999993
1079,21.820000000000004
1080,20.27
1081,19.169999999999995
1082,18.64
1083,18.57
1084,18.819999999999997
1085,19.219999999999995
1086,20.110000000000003
1087,21.020000000000003
1088,21.24
1089,21.269999999999996
1090,20.650000000000002
1091,18.58
1092,14.0
1093,11.009999999999996
1094,11.399999999999997
1095,12.079999999999997
1096,12.39
1097,13.989999999999995
1098,17.29
1099,22.979999999999997
1100,27.679999999999996
1101,27.269999999999996
1102,26.86
1103,24.689999999999998
1104,22.95
1105,21.709999999999994
1106,21.089999999999993
1107,20.980000000000004
1108,21.24
1109,21.680000000000003
1110,22.650000000000002
1111,23.670000000000005
1112,23.909999999999993
1113,23.969999999999995
1114,23.279999999999994
1115,20.970000000000002
1116,15.849999999999994
1117,12.5
1118,16.219999999999995
1119,16.909999999999997
1120,17.41
1121,18.619999999999997
1122,21.32999999999999
1123,28.610000000000003
1124,34.669999999999995
1125,33.9
1126,33.21999999999999
1127,31.879999999999995
1128,30.490000000000002
1129,29.149999999999995
1130,28.17
1131,27.97
1132,28.270000000000003
1133,28.759999999999998
1134,29.960000000000004
1135,30.47
1136,30.47
1137,29.990000000000002
1138,29.0
1139,26.32
1140,20.96
1141,17.25
1142,18.94
1143,19.139999999999997
1144,20.139999999999993
1145,21.489999999999995
1146,24.769999999999996
1147,34.0
1148,40.4
1149,38.52
1150,37.71
1151,36.05
1152,34.18
1153,33.48
1154,31.969999999999988
1155,31.380000000000003
1156,30.990000000000002
1157,31.699999999999996
1158,33.35
1159,34.849999999999994
1160,35.0
1161,34.489999999999995
1162,33.33
1163,30.75
1164,24.540000000000003
1165,20.31
1166,23.199999999999996
1167,23.740000000000002
1168,23.829999999999995
1169,25.439999999999994
1170,29.380000000000003
1171,39.5
1172,43.4
1173,41.07
1174,40.87
1175,39.44
1176,37.84
1177,37.08
1178,35.89
1179,35.51
1180,35.95
1181,36.72
1182,37.99
1183,39.34
1184,39.3
1185,38.72
1186,37.66
1187,34.58
1188,28.530000000000005
1189,24.269999999999996
1190,26.09
1191,26.729999999999993
1192,27.39
1193,29.18
1194,32.449999999999996
1195,41.69
1196,49.25
1197,48.2
1198,48.31
1199,46.89
1200,44.77
1201,42.79
1202,41.88
1203,41.33
1204,41.34
1205,41.52
1206,42.93
1207,43.97
1208,44.01
1209,43.17
1210,41.05
1211,37.62
1212,31.549999999999994
1213,26.98
1214,26.789999999999996
1215,27.420000000000005
1216,28.079999999999995
1217,29.94
1218,33.019999999999996
1219,42.64
1220,50.47
1221,49.33
1222,50.0
1223,47.79
1224,45.66
1225,43.95
1226,42.79
1227,42.06
1228,42.49
1229,42.99
1230,44.22
1231,44.95
1232,44.62
1233,43.92
1234,42.07
1235,38.11
1236,31.869999999999994
1237,27.539999999999996
1238,28.610000000000003
1239,29.229999999999993
1240,29.909999999999997
1241,31.869999999999994
1242,35.02
1243,45.14
1244,53.87
1245,52.45
1246,52.96
1247,50.57
1248,48.34
1249,46.53
1250,45.25
1251,44.5
1252,44.9
1253,45.52
1254,46.84
1255,47.64
1256,47.23
1257,46.55
1258,44.65
1259,40.56
1260,34.10999999999999
1261,29.440000000000005
1262,29.520000000000003
1263,30.17
1264,30.870000000000005
1265,32.879999999999995
1266,36.13
1267,46.57
1268,55.54
1269,54.1
1270,54.63
1271,52.17
1272,49.86
1273,48.0
1274,46.67
1275,45.88
1276,46.29
1277,46.92
1278,48.27
1279,49.09
1280,48.67
1281,47.97
1282,46.02
1283,41.8
1284,35.16
1285,30.370000000000005
1286,27.460000000000004
1287,27.89
1288,28.72
1289,30.450000000000003
1290,33.699999999999996
1291,43.57
1292,52.59
1293,51.06
1294,51.63
1295,49.51
1296,47.46
1297,45.67
1298,44.45
1299,43.51
1300,44.13
1301,44.55
1302,45.88
1303,46.29
1304,46.34
1305,45.32
1306,43.39
1307,39.29
1308,33.019999999999996
1309,28.51
1310,27.249999999999993
1311,27.770000000000003
1312,28.470000000000002
1313,29.94
1314,33.63
1315,44.21
1316,51.91
1317,49.94
1318,49.0
1319,47.69
1320,45.62
1321,44.53
1322,43.31
1323,42.49
1324,42.31
1325,42.23
1326,44.12
1327,45.13
1328,45.06
1329,44.41
1330,43.04
1331,39.25
1332,33.05
1333,28.38
1334,28.949999999999992
1335,29.620000000000005
1336,29.84
1337,31.60999999999999
1338,35.65
1339,47.51
1340,52.32
1341,49.67
1342,49.54
1343,47.86
1344,46.11
1345,45.24
1346,43.81
1347,43.29
1348,43.59
1349,44.47
1350,46.15
1351,47.41
1352,47.16
1353,46.43
1354,45.09
1355,41.55
1356,34.88
1357,29.729999999999993
1358,27.35
1359,28.03
1360,28.710000000000004
1361,30.57
1362,33.98
1363,43.61
1364,51.52
1365,50.43
1366,50.52
1367,49.05
1368,46.83
1369,44.76
1370,43.81
1371,43.22
1372,43.23
1373,43.39
1374,44.86
1375,45.94
1376,45.98
1377,45.11
1378,42.9
1379,39.31
1380,33.019999999999996
1381,28.270000000000003
1382,27.759999999999994
1383,28.419999999999995
1384,29.1
1385,31.039999999999996
1386,34.22999999999999
1387,44.2
1388,52.32
1389,51.15
1390,51.81
1391,49.52
1392,47.3
1393,45.54
1394,44.33
1395,43.58
1396,44.01
1397,44.52
1398,45.79
1399,46.53
1400,46.22
1401,45.48
1402,43.58
1403,39.48
1404,33.01
1405,28.539999999999992
1406,29.560000000000002
1407,30.15
1408,30.839999999999993
1409,32.81
1410,35.96
1411,46.3
1412,55.54
1413,53.94
1414,54.36
1415,51.89
1416,49.59
1417,47.75
1418,46.42
1419,45.63
1420,46.02
1421,46.71
1422,48.08
1423,48.92
1424,48.45
1425,47.79
1426,45.88
1427,41.74
1428,35.25
1429,30.410000000000004
1430,29.22
1431,29.849999999999994
1432,30.539999999999996
1433,32.53
1434,35.73
1435,46.06
1436,54.95
1437,53.52
1438,54.05
1439,51.61
1440,49.32
1441,47.49
1442,46.18
1443,45.4
1444,45.8
1445,46.43
1446,47.76
1447,48.58
1448,48.16
1449,47.47
1450,45.53
1451,41.35
1452,34.8
1453,30.050000000000004
1454,29.649999999999995
1455,29.94
1456,30.73999999999999
1457,32.47
1458,35.54
1459,45.8
1460,56.23
1461,54.17
1462,54.43
1463,52.12
1464,49.94
1465,48.07
1466,46.66
1467,45.74
1468,46.34
1469,46.94
1470,48.39
1471,48.89
1472,48.82
1473,47.9
1474,45.97
1475,41.92
1476,35.59
1477,30.699999999999992
1478,26.78
1479,27.3
1480,27.999999999999996
1481,29.440000000000005
1482,33.059999999999995
1483,43.49
1484,51.06
1485,49.11
1486,48.2
1487,46.91
1488,44.87
1489,43.79
1490,42.6
1491,41.79
1492,41.6
1493,41.54
1494,43.39
1495,44.4
1496,44.34
1497,43.69
1498,42.35
1499,38.61
1500,32.49999999999999
1501,27.899999999999995
1502,21.32999999999999
1503,21.869999999999997
1504,21.849999999999994
1505,23.68
1506,28.319999999999997
1507,38.33
1508,41.81
1509,39.5
1510,39.06
1511,37.6
1512,35.88
1513,35.089999999999996
1514,33.90999999999999
1515,33.61
1516,34.28
1517,35.06
1518,36.12
1519,37.8
1520,38.03
1521,37.51
1522,36.59
1523,33.48
1524,26.989999999999995
1525,22.930000000000003
1526,17.789999999999996
1527,18.32
1528,18.809999999999995
1529,20.499999999999993
1530,23.430000000000003
1531,31.299999999999997
1532,37.1
1533,36.14
1534,35.72
1535,34.38999999999999
1536,32.83
1537,31.36
1538,30.299999999999994
1539,30.359999999999996
1540,30.53
1541,31.03
1542,32.14999999999999
1543,33.17
1544,33.27
1545,32.73
1546,31.26
1547,28.58
1548,22.659999999999997
1549,18.8
1550,11.219999999999999
1551,11.879999999999995
1552,12.179999999999998
1553,13.759999999999998
1554,17.0
1555,22.59
1556,27.220000000000002
1557,26.829999999999995
1558,26.42
1559,24.3
1560,22.579999999999995
1561,21.360000000000003
1562,20.759999999999998
1563,20.639999999999993
1564,20.91
1565,21.34
1566,22.299999999999994
1567,23.290000000000003
1568,23.54
1569,23.589999999999993
1570,22.919999999999995
1571,20.63
1572,15.589999999999998
1573,12.29
1574,8.069999999999999
1575,8.519999999999994
1576,8.719999999999997
1577,9.909999999999995
1578,12.269999999999996
1579,16.309999999999995
1580,19.71999999999999
1581,19.389999999999997
1582,19.249999999999996
1583,17.69
1584,16.399999999999995
1585,15.519999999999998
1586,15.089999999999996
1587,15.099999999999994
1588,15.339999999999996
1589,15.68
1590,16.459999999999997
1591,17.199999999999996
1592,17.379999999999995
1593,17.379999999999995
1594,16.849999999999998
1595,15.149999999999999
1596,11.329999999999997
1597,8.889999999999999
1598,8.789999999999997
1599,9.289999999999997
1600,9.519999999999994
1601,10.799999999999995
1602,13.349999999999994
1603,17.739999999999995
1604,21.429999999999993
1605,21.089999999999993
1606,20.890000000000004
1607,19.2
1608,17.81
1609,16.849999999999998
1610,16.389999999999993
1611,16.359999999999996
1612,16.609999999999996
1613,16.979999999999997
1614,17.799999999999997
1615,18.6
1616,18.789999999999992
1617,18.8
1618,18.229999999999997
1619,16.399999999999995
1620,12.299999999999997
1621,9.669999999999995
1622,10.1
1623,10.749999999999998
1624,10.989999999999995
1625,12.349999999999994
1626,15.309999999999995
1627,20.439999999999998
1628,25.339999999999993
1629,24.870000000000005
1630,24.429999999999993
1631,22.510000000000005
1632,21.020000000000003
1633,19.89999999999999
1634,19.269999999999996
1635,19.029999999999994
1636,19.389999999999997
1637,19.77
1638,20.619999999999997
1639,21.429999999999993
1640,21.860000000000003
1641,21.780000000000005
1642,21.14999999999999
1643,19.02
1644,14.46
1645,11.389999999999999
1646,11.949999999999996
1647,12.559999999999995
1648,12.969999999999999
1649,14.599999999999994
1650,18.269999999999996
1651,25.21
1652,29.909999999999997
1653,28.880000000000003
